,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2051,17968930,1.0,True,Centrum-Oost,52.38,4.906,Hotel room,2,1,1,8,201.0,2,30,True,5,3,4.98,True,100.5,402,0.12,0.2,0.24,4.99,0.0136986301369863,908.2876712328767
2053,18000413,0.77,False,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,2,1,1,5,123.0,3,10,True,0,0,4.8,True,61.5,369,0.05,0.13,0.17,4.99,0.06027397260273973,615.068493150685
2054,18011593,1.0,False,De Baarsjes - Oud-West,52.34,4.863,Entire home/apt,2,1,1,2,96.0,4,1125,True,0,0,5.0,False,48.0,384,0.06,0.12,0.15,4.99,0.0,482.1232876712329
2056,18017858,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,4,2,2,16,390.0,3,1125,True,0,2,4.95,False,97.5,1170,0.04,0.11,0.3,4.99,0.06301369863013699,1950.0
2057,18021604,0.2,False,IJburg - Zeeburgereiland,52.34,5.0,Entire home/apt,3,2,3,3,134.0,7,1125,True,0,0,4.89,False,44.66,938,0.07,0.15,0.17,4.99,0.0,671.3698630136986
2060,18045687,0.78,True,Oud-Noord,52.4,4.906,Private room,4,1,2,9,126.0,3,60,True,9,1,4.96,False,31.5,378,0.08,0.15,0.18,4.99,0.4520547945205479,645.7534246575342
2061,18057193,0.33,False,IJburg - Zeeburgereiland,52.34,5.01,Entire home/apt,6,4,5,8,220.0,5,15,True,0,0,0.0,False,36.66,1100,0.1,0.24,0.23,4.99,0.4465753424657534,1100.0
2063,18059130,0.62,True,Centrum-Oost,52.38,4.9,Entire home/apt,4,2,3,13,351.0,3,1122,True,5,3,4.91,False,87.75,1053,0.12,0.11,0.25,4.99,0.08493150684931507,1170.6438356164383
2065,18063880,0.0,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,3,4,18,320.0,3,1125,True,0,0,4.67,False,80.0,960,0.06,0.03,0.31,4.99,0.01643835616438356,1547.5753424657535
2066,18086951,0.69,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,3,2,2,10,150.0,3,1125,True,0,0,4.91,False,50.0,450,0.07,0.22,0.14,4.99,0.0,762.3287671232877
2070,18115300,0.0,False,Oud-Noord,52.4,4.934,Entire home/apt,4,2,4,8,226.0,5,14,True,6,1,4.71,False,56.5,1130,0.06,0.17,0.29,4.99,0.8547945205479452,1113.3150684931506
2072,18116541,0.71,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,5,150.0,28,1125,True,0,0,5.0,True,75.0,4200,0.06,0.15,0.22,4.99,0.0,750.0
2073,18135326,1.0,False,Oud-Oost,52.38,4.934,Entire home/apt,4,3,3,8,230.0,2,1125,True,0,0,4.5,False,57.5,460,0.1,0.24,0.17,4.99,0.00821917808219178,1140.890410958904
2074,18145166,1.0,False,IJburg - Zeeburgereiland,52.34,5.0,Entire home/apt,4,2,3,10,215.0,2,1125,True,3,1,4.71,True,53.75,430,0.08,0.12,0.19,4.99,0.16712328767123288,1309.9041095890411
2075,18155399,0.73,False,De Baarsjes - Oud-West,52.34,4.86,Entire home/apt,4,2,3,8,140.0,3,1125,True,0,0,4.25,False,35.0,420,0.06,0.11,0.18,4.99,0.0,700.0
2076,18155892,0.94,False,Westerpark,52.38,4.883,Private room,2,1,1,5,120.0,3,15,True,10,4,4.77,False,60.0,360,0.06,0.18,0.2,4.99,0.12602739726027398,643.013698630137
2078,18172462,0.92,False,IJburg - Zeeburgereiland,52.38,4.97,Private room,4,1,2,1,97.0,3,1125,True,4,1,4.74,False,24.25,291,0.05,0.13,0.16,4.99,0.07397260273972603,530.2602739726027
2080,18193212,0.5,False,Gaasperdam - Driemond,52.3,4.98,Entire home/apt,2,1,1,7,100.0,30,30,True,13,0,4.66,True,50.0,3000,0.06,0.18,0.17,4.99,0.9534246575342465,500.0
2081,18194727,0.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,3,110.0,3,1125,True,0,0,4.92,False,55.0,330,0.06,0.19,0.19,4.99,0.0027397260273972603,550.0
2086,18225467,0.33,False,Noord-West,52.4,4.902,Entire home/apt,5,3,3,1,62.0,21,91,True,2,0,4.3,False,12.4,1302,0.05,0.09,0.15,2.99,0.33424657534246577,379.75342465753425
2088,18233200,0.92,False,IJburg - Zeeburgereiland,52.34,5.004,Entire home/apt,14,4,14,7,333.0,3,1125,True,9,4,4.73,False,23.8,999,0.03,0.22,0.29,4.99,0.7863013698630137,2016.7260273972602
2091,18248976,0.9,True,Centrum-West,52.38,4.887,Private room,4,2,4,13,249.0,3,1125,True,7,2,4.9,True,62.25,747,0.09,0.12,0.13,4.99,0.23835616438356164,1193.835616438356
2094,18261977,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.92,Entire home/apt,2,1,1,9,250.0,4,1125,True,0,0,5.0,False,125.0,1000,0.09,0.26,0.21,4.99,0.024657534246575342,1231.5890410958905
2096,18269651,0.71,False,Noord-West,52.4,4.902,Entire home/apt,4,2,3,6,218.0,7,18,True,4,1,5.0,False,54.5,1526,0.12,0.19,0.17,4.99,0.030136986301369864,1114.9315068493152
2097,18270441,1.0,False,De Baarsjes - Oud-West,52.34,4.855,Entire home/apt,2,1,1,13,271.0,3,1125,True,4,1,5.0,False,135.5,813,0.14,0.18,0.24,4.99,0.010958904109589041,1372.7397260273972
2098,18285132,0.4,False,Oud-Oost,52.34,4.92,Entire home/apt,6,3,4,9,300.0,4,30,True,0,0,5.0,False,50.0,1200,0.04,0.19,0.25,4.99,0.0,1543.6301369863013
2099,18298091,0.79,False,Zuid,52.34,4.85,Private room,2,1,1,1,85.0,1,1125,True,10,8,4.75,False,42.5,85,0.06,0.11,0.15,4.99,0.26301369863013696,493.2191780821918
2100,18306363,0.73,False,Bos en Lommer,52.38,4.85,Entire home/apt,2,1,1,4,224.0,3,14,True,0,0,4.96,False,112.0,672,0.07,0.19,0.22,4.99,0.010958904109589041,1121.2328767123288
2101,18322730,1.0,False,Watergraafsmeer,52.34,4.934,Entire home/apt,4,4,4,11,360.0,3,1125,True,0,0,5.0,False,90.0,1080,0.09,0.23,0.26,4.99,0.030136986301369864,1800.0
2102,18335433,0.7,False,Noord-West,52.4,4.902,Entire home/apt,4,2,2,7,219.0,2,7,True,1,2,4.74,False,54.75,438,0.06,0.2,0.28,4.99,0.17534246575342466,1177.7397260273972
2105,18362594,1.0,False,IJburg - Zeeburgereiland,52.34,5.004,Entire home/apt,4,4,4,7,180.0,21,30,True,0,0,5.0,False,45.0,3780,0.08,0.19,0.27,4.99,0.0,1196.5890410958905
2107,18392202,1.0,False,Gaasperdam - Driemond,52.3,4.97,Entire home/apt,4,3,3,7,135.0,14,23,True,0,0,5.0,True,33.75,1890,0.06,0.17,0.18,4.99,0.1643835616438356,675.0
2108,18405300,1.0,False,Slotervaart,52.34,4.832,Entire home/apt,3,3,2,11,180.0,3,30,True,0,0,4.81,False,60.0,540,0.06,0.09,0.2,4.99,0.0,900.0
2110,18410648,0.97,False,Centrum-West,52.38,4.883,Private room,2,1,1,14,130.0,3,14,True,0,0,4.8,False,65.0,390,0.06,0.17,0.18,4.99,0.11506849315068493,682.8767123287671
2112,18458032,0.69,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,7,150.0,14,14,True,16,0,5.0,False,75.0,2100,0.09,0.21,0.2,4.99,0.043835616438356165,750.0
2119,18505331,0.0,False,Zuid,52.34,4.848,Entire home/apt,4,2,3,4,85.0,4,7,True,0,1,4.7,False,21.25,340,0.06,0.15,0.16,4.99,0.0,555.7945205479452
2125,18523486,0.85,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,2,13,350.0,3,30,True,0,1,5.0,False,87.5,1050,0.11,0.19,0.3,4.99,0.0,1750.0
2129,18557924,1.0,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,1,4,12,171.0,2,326,True,6,0,4.67,True,42.75,342,0.08,0.19,0.23,4.99,0.8246575342465754,1515.6027397260275
2131,18559804,1.0,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,2,2,8,209.0,6,14,True,0,0,5.0,False,52.25,1254,0.07,0.11,0.3,4.99,0.0,1045.0
2132,18559856,0.9,True,Centrum-West,52.38,4.9,Private room,2,1,1,10,149.0,2,1125,True,2,2,4.9,False,74.5,298,0.07,0.18,0.15,4.99,0.7726027397260274,737.6849315068494
2133,18559901,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,1,4,2,181.0,2,30,True,6,1,4.65,True,45.25,362,0.08,0.25,0.19,4.99,0.8301369863013699,1864.3972602739725
2134,18573628,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Private room,3,1,2,7,124.0,2,28,True,10,0,4.55,True,41.34,248,0.07,0.2,0.19,4.99,0.8465753424657534,1100.9315068493152
2137,18589514,0.74,False,Zuid,52.34,4.887,Entire home/apt,3,2,2,7,300.0,3,14,True,0,1,4.81,False,100.0,900,0.11,0.23,0.23,4.99,0.0,1909.8219178082193
2138,18604324,0.85,False,Oud-Oost,52.34,4.918,Entire home/apt,2,1,1,6,130.0,2,21,True,1,2,4.9,False,65.0,260,0.09,0.14,0.2,4.99,0.0027397260273972603,650.0
2139,18606303,0.86,False,Centrum-Oost,52.38,4.9,Entire home/apt,4,2,2,5,229.0,2,365,True,1,2,4.67,True,57.25,458,0.1,0.27,0.25,4.99,0.5123287671232877,1166.5479452054794
2141,18613035,0.91,True,Oud-Noord,52.4,4.938,Entire home/apt,2,1,2,6,144.0,3,31,True,23,1,4.97,False,72.0,432,0.07,0.13,0.16,4.99,0.06301369863013699,613.4931506849315
2142,18622311,0.85,False,Oud-Noord,52.38,4.938,Entire home/apt,4,2,3,6,201.0,4,1125,True,10,0,4.8,False,50.25,804,0.07,0.19,0.19,4.99,0.852054794520548,930.7123287671233
2143,18622506,0.68,False,Zuid,52.34,4.848,Private room,2,1,1,3,99.0,1,1125,True,1,4,4.71,True,49.5,99,0.05,0.13,0.17,4.99,0.4794520547945205,526.917808219178
2144,18631508,1.0,True,De Baarsjes - Oud-West,52.38,4.863,Private room,2,1,2,3,93.0,3,14,True,4,0,4.97,False,46.5,279,0.06,0.11,0.15,4.99,0.0273972602739726,467.1917808219178
2146,18650212,0.66,False,Zuid,52.34,4.883,Entire home/apt,4,3,4,9,250.0,3,3,True,0,0,5.0,False,62.5,750,0.1,0.1,0.3,4.99,0.04657534246575343,1409.041095890411
2148,18665291,0.68,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,3,1,1,8,277.0,7,180,True,15,0,4.92,True,92.3,1939,0.1,0.27,0.2,4.99,0.3698630136986301,1132.4520547945206
2149,18666266,0.62,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,2,9,286.0,7,1125,True,7,1,4.71,True,71.5,2002,0.07,0.2,0.23,4.99,0.3589041095890411,1075.7671232876712
2153,18718588,0.29,False,Noord-West,52.4,4.906,Entire home/apt,6,4,6,6,150.0,4,18,True,0,0,4.94,False,25.0,600,0.09,0.17,0.18,4.99,0.13424657534246576,750.0
2155,18733380,0.0,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,3,6,250.0,3,21,True,0,0,4.61,False,62.5,750,0.12,0.12,0.24,4.99,0.0,1250.0
2157,18780017,0.74,False,Zuid,52.34,4.848,Entire home/apt,2,1,1,1,100.0,3,4,True,0,0,4.95,False,50.0,300,0.07,0.16,0.16,4.99,0.0,509.45205479452056
2158,18784059,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,4,1,2,10,185.0,7,1125,True,0,0,4.94,False,46.25,1295,0.09,0.2,0.28,4.99,0.0,925.0
2159,18800259,1.0,False,De Baarsjes - Oud-West,52.34,4.855,Entire home/apt,4,2,5,2,214.0,5,21,True,0,0,4.82,True,53.5,1070,0.11,0.23,0.23,4.99,0.08493150684931507,1071.2328767123288
2163,18816109,0.0,False,De Pijp - Rivierenbuurt,52.34,4.9,Private room,4,2,1,9,121.0,1001,1125,True,29,0,4.58,False,30.25,121121,0.07,0.17,0.21,4.99,0.24383561643835616,604.4109589041096
2164,18816251,0.0,False,Zuid,52.34,4.848,Entire home/apt,2,1,1,15,399.0,5,1125,True,15,0,4.83,False,199.5,1995,0.13,0.16,0.27,4.99,0.958904109589041,1995.0
2165,18816460,0.8,False,Zuid,52.34,4.85,Entire home/apt,4,2,3,10,300.0,3,1125,True,0,0,4.94,False,75.0,900,0.14,0.12,0.23,4.99,0.0,1500.0
2166,18817028,1.0,False,IJburg - Zeeburgereiland,52.34,5.004,Entire home/apt,4,3,3,9,153.0,5,26,True,0,0,4.67,False,38.25,765,0.09,0.18,0.24,4.99,0.021917808219178082,781.9041095890411
2169,18844549,0.5,False,Watergraafsmeer,52.34,4.95,Entire home/apt,4,3,3,11,330.0,3,40,True,0,0,4.86,False,82.5,990,0.07,0.0,0.28,4.99,0.2547945205479452,1650.0
2173,18882208,1.0,True,Centrum-West,52.38,4.89,Private room,2,1,2,2,129.0,3,1001,True,2,1,4.36,False,64.5,387,0.07,0.16,0.18,4.99,0.3835616438356164,537.4383561643835
2174,18882385,0.74,True,Centrum-West,52.38,4.89,Private room,2,1,2,6,120.0,3,1001,True,1,3,4.54,False,60.0,360,0.06,0.09,0.16,4.99,0.3178082191780822,540.1506849315068
2175,18886577,1.0,False,Geuzenveld - Slotermeer,52.38,4.83,Private room,2,1,1,5,85.0,3,30,True,3,0,4.5,True,42.5,255,0.06,0.13,0.15,4.99,0.6246575342465753,425.027397260274
2176,18906944,0.64,False,Centrum-West,52.38,4.895,Private room,3,1,1,7,197.0,3,1125,True,13,0,4.56,True,65.7,591,0.05,0.17,0.14,4.99,0.9178082191780822,1613.6027397260275
2177,18912531,1.0,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,3,3,2,18,299.0,3,100,True,0,0,5.0,False,99.7,897,0.08,0.17,0.26,4.99,0.038356164383561646,1495.3013698630136
2181,18945179,0.63,False,Oud-Noord,52.4,4.906,Entire home/apt,4,2,2,5,160.0,3,1125,True,0,0,5.0,False,40.0,480,0.06,0.14,0.24,4.99,0.0,800.0
2183,18954525,1.0,False,De Baarsjes - Oud-West,52.34,4.86,Entire home/apt,2,1,1,8,134.0,5,1125,True,0,2,4.93,True,67.0,670,0.06,0.14,0.19,4.99,0.00821917808219178,669.5205479452055
2184,18960017,0.79,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,2,11,200.0,3,3,True,2,0,5.0,False,100.0,600,0.1,0.24,0.2,4.99,0.021917808219178082,1000.0
2186,18972421,0.79,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,4,2,3,8,245.0,3,1125,True,0,1,4.74,False,61.25,735,0.07,0.15,0.26,4.99,0.0,1227.8082191780823
2188,18993961,0.2,False,Zuid,52.34,4.85,Entire home/apt,4,2,4,5,200.0,3,30,True,0,0,4.75,False,50.0,600,0.08,0.17,0.2,4.99,0.0,999.8630136986301
2190,19006771,0.94,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,3,12,355.0,3,1125,True,0,0,4.93,False,88.75,1065,0.09,0.14,0.16,4.99,0.038356164383561646,1797.109589041096
2195,19051224,0.0,False,De Baarsjes - Oud-West,52.34,4.855,Entire home/apt,5,4,5,12,290.0,3,8,True,0,0,4.67,False,58.0,870,0.09,0.29,0.25,4.99,0.1643835616438356,1450.0
2196,19061374,1.0,False,Watergraafsmeer,52.34,4.945,Entire home/apt,6,3,3,15,200.0,3,1125,True,0,0,4.63,False,33.34,600,0.06,0.26,0.25,4.99,0.038356164383561646,1176.2602739726028
2198,19093068,0.71,False,Centrum-Oost,52.38,4.887,Private room,2,1,1,8,228.0,2,30,True,3,3,4.61,True,114.0,456,0.12,0.13,0.28,4.99,0.11506849315068493,1113.6027397260275
2202,19138700,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,6,106.0,3,1125,True,0,0,4.93,False,53.0,318,0.05,0.14,0.15,4.99,0.0,528.4931506849315
2203,19141385,0.2,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,13,204.0,3,25,True,4,1,4.83,False,102.0,612,0.09,0.25,0.22,4.99,0.7890410958904109,1025.958904109589
2205,19174314,0.23,False,Centrum-West,52.38,4.89,Entire home/apt,2,1,1,6,190.0,3,5,True,0,4,4.71,False,95.0,570,0.08,0.19,0.24,4.99,0.0,1066.5753424657535
2210,19200364,0.96,False,Centrum-West,52.38,4.887,Entire home/apt,4,2,3,14,200.0,2,1125,True,0,0,4.68,False,50.0,400,0.11,0.23,0.16,4.99,0.010958904109589041,1013.6301369863014
2214,19269372,0.5,False,Centrum-Oost,52.38,4.914,Entire home/apt,3,2,3,5,220.0,3,1125,True,0,0,5.0,False,73.3,660,0.06,0.21,0.2,4.99,0.005479452054794521,1100.0
2215,19278681,0.93,False,De Baarsjes - Oud-West,52.38,4.855,Private room,1,1,1,3,78.0,2,15,True,0,8,4.86,True,78.0,156,0.06,0.14,0.15,4.99,0.0,390.0
2216,19284547,0.48,False,Centrum-Oost,52.38,4.902,Entire home/apt,4,3,3,17,660.0,3,30,True,0,0,4.4,True,165.0,1980,0.08,0.23,0.32,10.99,0.01643835616438356,3401.095890410959
2217,19300302,0.93,False,De Baarsjes - Oud-West,52.38,4.855,Private room,2,1,1,8,97.0,2,15,True,0,3,4.86,True,48.5,194,0.05,0.11,0.17,4.99,0.0,489.86301369863014
2219,19321849,0.59,True,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,19,280.0,7,30,True,0,0,5.0,False,140.0,1960,0.09,0.22,0.26,4.99,0.46301369863013697,1400.0
2220,19330535,1.0,False,Gaasperdam - Driemond,52.28,4.98,Entire home/apt,2,1,1,3,70.0,3,30,True,0,0,4.24,True,35.0,210,0.07,0.09,0.16,2.99,0.0,350.0
2221,19339621,1.0,True,Noord-West,52.4,4.87,Entire home/apt,7,3,6,9,220.0,1,180,True,4,3,4.86,True,31.44,220,0.16,0.2,0.3,4.99,0.5424657534246575,1005.972602739726
2223,19343174,0.14,False,De Pijp - Rivierenbuurt,52.34,4.91,Entire home/apt,2,1,1,14,220.0,5,1124,True,5,1,4.8,False,110.0,1100,0.06,0.25,0.23,4.99,0.04657534246575343,1100.0
2225,19353540,1.0,False,Westerpark,52.4,4.88,Entire home/apt,2,1,1,12,175.0,5,365,True,0,0,4.96,True,87.5,875,0.07,0.09,0.24,4.99,0.0,875.0
2227,19384110,0.72,False,Centrum-West,52.38,4.895,Entire home/apt,2,1,1,13,198.0,2,15,True,0,0,5.0,True,99.0,396,0.07,0.2,0.16,4.99,0.0,991.4246575342465
2228,19397125,0.18,False,Oud-Noord,52.38,4.918,Entire home/apt,4,3,3,5,107.0,3,14,True,0,0,4.92,False,26.75,321,0.07,0.16,0.17,4.99,0.00821917808219178,475.47945205479454
2229,19397676,0.64,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,15,200.0,6,60,True,0,0,4.95,False,100.0,1200,0.08,0.15,0.28,4.99,0.36712328767123287,1000.0
2231,19423489,0.38,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,4,182.0,4,4,True,0,4,4.81,False,91.0,728,0.07,0.2,0.15,4.99,0.0,993.4931506849315
2232,19444004,0.5,False,Noord-West,52.4,4.902,Entire home/apt,4,3,4,3,177.0,2,30,True,0,0,4.45,False,44.25,354,0.08,0.17,0.13,4.99,0.0,885.0
2233,19461718,0.96,False,Oostelijk Havengebied - Indische Buurt,52.38,4.953,Private room,2,1,2,1,91.0,3,1125,True,0,7,4.86,True,45.5,273,0.07,0.15,0.15,4.99,0.0136986301369863,457.1232876712329
2236,19498871,0.5,False,Oud-Oost,52.34,4.926,Entire home/apt,3,2,3,9,160.0,3,30,True,0,0,5.0,False,53.34,480,0.06,0.09,0.18,4.99,0.0,851.2328767123288
2238,19523311,0.5,False,Noord-Oost,52.4,4.957,Entire home/apt,4,2,2,5,140.0,7,30,True,3,0,5.0,False,35.0,980,0.07,0.17,0.16,4.99,0.00821917808219178,823.1643835616438
2245,19550285,0.94,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Entire home/apt,4,2,3,7,250.0,10,16,True,0,0,5.0,False,62.5,2500,0.1,0.23,0.31,4.99,0.1506849315068493,1250.0
2246,19559154,1.0,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,2,7,133.0,4,14,True,0,0,4.92,False,66.5,532,0.05,0.16,0.18,4.99,0.0,664.2465753424658
2247,19562542,0.58,False,Oud-Noord,52.4,4.945,Entire home/apt,2,1,1,9,113.0,10,1125,True,0,0,4.88,False,56.5,1130,0.07,0.1,0.22,4.99,0.0,564.2465753424658
2250,19616960,0.85,False,Zuid,52.34,4.867,Entire home/apt,4,3,4,14,345.0,3,25,True,0,1,5.0,False,86.25,1035,0.17,0.26,0.25,4.99,0.0,1899.5205479452054
2251,19620663,1.0,False,Westerpark,52.38,4.867,Entire home/apt,2,1,1,9,129.0,1001,1002,True,0,3,4.84,False,64.5,129129,0.08,0.12,0.2,4.99,0.0,645.0
2254,19641424,0.0,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,6,3,5,26,590.0,7,1125,True,4,0,4.66,True,98.3,4130,0.1,0.27,0.34,10.99,0.5178082191780822,2950.0
2256,19666838,1.0,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,3,4,10,227.0,3,23,True,0,0,4.83,False,56.75,681,0.11,0.19,0.2,4.99,0.021917808219178082,1181.9041095890411
2257,19667159,1.0,False,Slotervaart,52.38,4.832,Entire home/apt,4,3,5,2,108.0,5,18,True,0,0,4.87,False,27.0,540,0.06,0.12,0.18,4.99,0.00821917808219178,698.5890410958904
2258,19667168,0.0,False,Centrum-Oost,52.38,4.9,Private room,4,2,3,7,134.0,3,7,True,0,0,4.93,False,33.5,402,0.04,0.12,0.19,4.99,0.13424657534246576,667.7945205479452
2259,19670359,0.31,False,Oud-Oost,52.38,4.93,Entire home/apt,6,4,4,5,200.0,3,1125,True,0,0,5.0,False,33.34,600,0.04,0.21,0.22,4.99,0.0027397260273972603,1000.0
2260,19685954,0.68,False,De Baarsjes - Oud-West,52.38,4.875,Private room,3,2,4,9,170.0,7,30,True,3,0,4.71,False,56.66,1190,0.07,0.21,0.2,4.99,0.6602739726027397,856.0958904109589
2262,19689332,0.99,True,De Baarsjes - Oud-West,52.38,4.855,Private room,1,1,1,2,58.0,3,30,True,1,3,4.59,False,58.0,174,0.06,0.13,0.16,2.99,0.00821917808219178,280.6164383561644
2263,19715150,0.91,False,Centrum-Oost,52.38,4.883,Entire home/apt,2,1,1,11,244.0,2,180,True,1,6,4.77,True,122.0,488,0.09,0.15,0.18,4.99,0.1506849315068493,1744.7123287671234
2264,19734830,0.67,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,6,152.0,2,1124,True,1,6,4.87,True,76.0,304,0.07,0.19,0.16,4.99,0.13972602739726028,933.1232876712329
2265,19757448,0.88,False,Bos en Lommer,52.38,4.863,Entire home/apt,4,2,2,7,160.0,6,1125,True,0,0,4.67,False,40.0,960,0.08,0.22,0.26,4.99,0.005479452054794521,809.8630136986301
2267,19771245,1.0,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,12,225.0,2,180,True,3,8,4.77,True,112.5,450,0.09,0.08,0.31,4.99,0.1863013698630137,1796.2328767123288
2268,19782977,0.21,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,2,1,1,3,135.0,4,11,True,0,0,4.8,False,67.5,540,0.07,0.18,0.15,4.99,0.0,675.0
2270,19795667,0.69,True,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,8,155.0,3,100,True,3,2,4.7,False,77.5,465,0.07,0.19,0.19,4.99,0.00821917808219178,799.0958904109589
2271,19803300,0.42,False,Centrum-Oost,52.38,4.9,Entire home/apt,4,2,3,9,251.0,3,1125,True,0,3,4.74,False,62.75,753,0.11,0.2,0.2,4.99,0.3863013698630137,1221.3698630136987
2272,19804632,0.25,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,2,9,220.0,3,1125,True,0,0,5.0,False,55.0,660,0.05,0.27,0.2,4.99,0.0,1100.0
2273,19820314,0.88,False,Bos en Lommer,52.38,4.844,Private room,4,2,2,7,231.0,2,1125,True,8,3,4.43,False,57.75,462,0.08,0.17,0.25,4.99,0.43561643835616437,1123.5205479452054
2274,19835662,0.92,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,2,1,1,11,237.0,3,30,True,5,1,4.83,False,118.5,711,0.1,0.22,0.29,4.99,0.0410958904109589,1241.2191780821918
2275,19842083,1.0,False,Bijlmer-Oost,52.3,4.98,Entire home/apt,4,3,3,6,204.0,5,1125,True,0,1,4.96,False,51.0,1020,0.11,0.2,0.2,4.99,0.0136986301369863,1046.3013698630136
2276,19845595,1.0,False,Oud-Oost,52.34,4.91,Entire home/apt,4,2,2,5,92.0,4,10,True,0,0,5.0,False,23.0,368,0.05,0.11,0.15,4.99,0.0,522.8356164383562
2278,19854248,1.0,True,Centrum-West,52.38,4.895,Entire home/apt,3,2,2,3,186.0,3,1125,True,0,0,4.95,False,62.0,558,0.09,0.15,0.19,4.99,0.0,928.4931506849315
2279,19854424,0.79,False,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,4,2,2,13,172.0,1,1125,True,3,1,4.21,True,43.0,172,0.09,0.23,0.22,4.99,0.2684931506849315,771.3150684931506
2280,19861238,1.0,False,Westerpark,52.38,4.875,Entire home/apt,2,1,1,6,225.0,3,5,True,0,1,4.95,False,112.5,675,0.1,0.18,0.25,4.99,0.0,1125.0
2281,19866276,1.0,False,Noord-West,52.4,4.92,Entire home/apt,2,1,1,3,129.0,4,1125,True,0,2,4.91,True,64.5,516,0.06,0.16,0.18,4.99,0.1780821917808219,646.3698630136986
2282,19868291,0.74,True,De Baarsjes - Oud-West,52.38,4.86,Private room,2,1,1,1,60.0,4,1125,True,0,3,4.44,False,30.0,240,0.06,0.12,0.14,2.99,0.3452054794520548,401.4657534246575
2284,19881995,0.22,False,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,2,1,1,6,175.0,3,30,True,3,0,5.0,False,87.5,525,0.08,0.17,0.13,4.99,0.2,875.0
2285,19884996,0.88,False,Buitenveldert - Zuidas,52.34,4.867,Entire home/apt,4,3,3,5,246.0,3,14,True,1,4,4.85,False,61.5,738,0.1,0.26,0.19,4.99,0.5068493150684932,1231.2328767123288
2286,19885353,0.85,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,3,3,19,574.0,3,1125,True,0,0,4.51,False,143.5,1722,0.12,0.25,0.3,10.99,0.10684931506849316,2870.958904109589
2287,19885870,1.0,False,Oud-Oost,52.34,4.906,Entire home/apt,4,4,4,16,314.0,2,60,True,0,1,4.95,False,78.5,628,0.14,0.1,0.24,4.99,0.0136986301369863,1571.2328767123288
2290,19939321,0.29,False,Bijlmer-Centrum,52.3,4.95,Entire home/apt,2,1,1,13,170.0,5,28,True,0,0,4.75,False,85.0,850,0.08,0.21,0.17,4.99,0.7917808219178082,850.0
